age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
48,retired,single,tertiary,no,3681.0,yes,no,cellular,14,aug,373,2,-1,0,unknown,no
52,admin.,divorced,secondary,no,735.0,yes,no,cellular,8,nov,212,1,97,5,other,no
40,management,single,tertiary,no,4567.5,no,no,cellular,18,aug,189,7,-1,0,unknown,no
42,management,married,tertiary,no,942.0,no,no,cellular,30,apr,280,1,-1,0,unknown,no
51,services,married,secondary,no,3127.5,yes,no,unknown,26,may,125,4,-1,0,unknown,no
69,management,married,primary,no,4153.5,yes,no,cellular,19,nov,104,1,131,2,failure,no
36,admin.,single,tertiary,no,9.0,yes,no,cellular,5,may,171,1,-1,0,unknown,no
64,technician,single,secondary,no,1155.0,no,no,unknown,17,jun,89,2,-1,0,unknown,no
44,technician,married,tertiary,no,327.0,no,no,cellular,5,aug,109,2,-1,0,unknown,no
70,retired,married,primary,no,0.0,no,no,unknown,1,jul,36,1,-1,0,unknown,no
76,housemaid,married,primary,no,60.0,no,no,telephone,14,oct,290,2,-1,0,unknown,yes
57,blue-collar,married,unknown,no,-517.5,yes,no,unknown,19,may,18,14,-1,0,unknown,no
63,admin.,married,secondary,no,2694.0,no,no,telephone,16,mar,295,1,91,2,success,yes
37,self-employed,single,secondary,no,73.5,yes,no,cellular,30,jan,208,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,0.0,yes,no,cellular,7,may,502,1,7,2,failure,no
43,technician,married,secondary,no,1749.0,no,no,cellular,11,aug,90,3,-1,0,unknown,no
41,blue-collar,single,secondary,no,37.5,no,no,cellular,4,feb,143,1,-1,0,unknown,no
69,unemployed,married,primary,no,20754.0,no,no,telephone,20,nov,733,1,-1,0,unknown,no
50,retired,divorced,primary,no,553.5,no,no,unknown,6,may,79,2,-1,0,unknown,no
40,services,divorced,secondary,no,-141.0,yes,no,cellular,14,jul,41,2,-1,0,unknown,no
59,retired,single,primary,no,757.5,no,no,unknown,9,jun,35,1,-1,0,unknown,no
45,retired,married,secondary,no,5781.0,yes,no,cellular,5,may,131,1,-1,0,unknown,no
80,retired,married,primary,no,7473.0,no,no,cellular,4,may,794,2,-1,0,unknown,no
37,blue-collar,single,secondary,yes,130.5,yes,no,unknown,27,may,43,1,-1,0,unknown,no
50,technician,divorced,secondary,no,3591.0,no,no,unknown,9,jun,75,4,-1,0,unknown,no
52,unemployed,divorced,secondary,no,4048.5,no,no,cellular,8,jul,92,2,-1,0,unknown,no
53,management,married,tertiary,no,23134.5,yes,yes,cellular,21,nov,170,2,-1,0,unknown,no
57,technician,married,tertiary,no,0.0,yes,yes,cellular,30,jul,89,2,-1,0,unknown,no
51,management,married,tertiary,no,-912.0,yes,no,cellular,19,nov,12,6,-1,0,unknown,no
44,services,married,tertiary,no,415.5,yes,no,cellular,17,apr,72,4,-1,0,unknown,no
47,admin.,single,secondary,no,0.0,yes,no,cellular,16,apr,640,2,-1,0,unknown,no
33,services,single,secondary,no,513.0,yes,no,unknown,3,jun,152,6,-1,0,unknown,no
56,blue-collar,married,secondary,no,9127.5,yes,yes,unknown,14,may,311,2,-1,0,unknown,no
63,management,married,tertiary,no,2436.0,no,no,cellular,5,feb,158,3,-1,0,unknown,yes
46,technician,married,tertiary,no,303.0,no,no,cellular,29,jan,313,1,120,3,failure,yes
68,unemployed,married,tertiary,no,1116.0,no,no,telephone,28,jan,38,1,-1,0,unknown,no
49,services,divorced,secondary,no,706.5,yes,no,unknown,6,may,161,2,-1,0,unknown,no
48,services,married,secondary,no,6588.0,no,no,cellular,18,nov,23,2,110,2,failure,no
37,admin.,divorced,secondary,no,0.0,no,yes,cellular,14,jul,227,4,-1,0,unknown,no
47,self-employed,married,tertiary,no,2436.0,yes,no,cellular,20,nov,559,2,-1,0,unknown,no
58,retired,divorced,secondary,no,511.5,no,yes,cellular,5,feb,382,4,-1,0,unknown,no
49,retired,married,secondary,no,688.5,yes,no,unknown,27,may,307,2,-1,0,unknown,no
64,services,single,secondary,no,12433.5,no,no,unknown,26,jun,133,2,-1,0,unknown,no
48,blue-collar,married,primary,no,0.0,yes,no,cellular,17,nov,78,2,193,2,failure,no
50,blue-collar,single,primary,no,220.5,yes,no,cellular,13,may,109,1,-1,0,unknown,no
52,self-employed,married,tertiary,no,0.0,no,no,cellular,28,aug,35,13,-1,0,unknown,no
52,retired,married,unknown,no,1455.0,yes,no,telephone,17,nov,725,1,119,10,success,no
34,admin.,single,secondary,no,1852.5,yes,yes,unknown,30,may,76,3,-1,0,unknown,no
66,unemployed,married,secondary,no,1458.0,no,no,cellular,30,jan,52,2,-1,0,unknown,no
49,management,single,tertiary,yes,-601.5,yes,no,cellular,19,aug,274,4,-1,0,unknown,no
43,technician,divorced,secondary,no,837.0,yes,no,cellular,20,aug,109,3,-1,0,unknown,no
43,blue-collar,married,secondary,no,1057.5,yes,no,cellular,14,may,112,2,-1,0,unknown,no
50,management,married,tertiary,no,982.5,yes,no,unknown,26,may,227,1,-1,0,unknown,no
69,blue-collar,married,primary,no,1048.5,no,no,cellular,28,jan,98,1,154,6,failure,no
72,retired,married,secondary,no,6912.0,no,no,cellular,14,sep,706,1,186,1,success,no
49,unemployed,married,tertiary,no,17680.5,no,no,unknown,16,jun,104,4,-1,0,unknown,no
51,retired,married,secondary,no,-459.0,yes,no,unknown,15,may,500,1,-1,0,unknown,yes
39,retired,single,tertiary,no,838.5,no,no,telephone,27,may,86,4,-1,0,unknown,no
42,management,married,secondary,no,21916.5,yes,no,cellular,17,jul,67,1,-1,0,unknown,no
52,blue-collar,divorced,secondary,no,2730.0,yes,no,unknown,28,may,202,2,-1,0,unknown,no
53,management,married,tertiary,no,3150.0,yes,no,cellular,21,nov,105,1,-1,0,unknown,no
69,retired,divorced,primary,no,3774.0,no,no,unknown,17,jun,404,1,-1,0,unknown,no
43,housemaid,married,secondary,no,1219.5,no,no,telephone,18,aug,331,2,-1,0,unknown,no
67,technician,divorced,secondary,no,148.5,yes,no,cellular,11,may,133,2,370,2,failure,no
44,blue-collar,single,secondary,no,1174.5,yes,no,cellular,4,feb,142,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,225.0,no,no,cellular,5,feb,210,1,-1,0,unknown,no
51,unemployed,married,secondary,no,151.5,yes,no,cellular,11,may,275,1,-1,0,unknown,no
52,blue-collar,married,primary,no,1071.0,yes,no,unknown,21,may,18,28,-1,0,unknown,no
30,student,single,primary,no,0.0,no,no,cellular,2,nov,69,4,182,4,failure,no
41,technician,single,tertiary,no,165.0,no,no,cellular,21,aug,238,4,-1,0,unknown,no
44,management,married,tertiary,no,0.0,no,yes,cellular,14,jul,105,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,519.0,yes,no,unknown,5,jun,202,1,-1,0,unknown,no
52,technician,married,tertiary,no,1135.5,no,no,cellular,10,feb,154,1,-1,0,unknown,yes
47,retired,single,secondary,no,201.0,yes,no,unknown,8,may,200,1,-1,0,unknown,no
44,blue-collar,married,primary,no,150.0,yes,yes,unknown,28,may,74,3,-1,0,unknown,no
29,student,single,secondary,no,436.5,no,no,telephone,5,may,291,5,-1,0,unknown,no
68,technician,married,tertiary,no,498.0,no,no,cellular,5,aug,371,3,-1,0,unknown,no
56,admin.,married,secondary,no,2155.5,yes,no,cellular,12,may,49,1,-1,0,unknown,no
57,technician,married,secondary,no,25809.0,yes,no,cellular,19,aug,125,4,-1,0,unknown,no
50,management,married,secondary,no,10042.5,yes,no,cellular,6,feb,297,1,252,1,failure,no
65,retired,divorced,secondary,yes,1.5,yes,no,unknown,5,may,208,1,-1,0,unknown,no
46,blue-collar,divorced,primary,no,829.5,no,no,unknown,17,jun,19,4,-1,0,unknown,no
52,retired,married,tertiary,no,4158.0,yes,no,cellular,2,apr,244,1,-1,0,unknown,no
55,retired,married,unknown,no,477.0,no,no,cellular,16,jul,63,2,-1,0,unknown,no
40,management,single,tertiary,no,520.5,no,no,cellular,22,aug,229,2,-1,0,unknown,no
45,blue-collar,single,primary,no,135.0,yes,no,unknown,23,may,203,1,-1,0,unknown,no
41,management,married,tertiary,yes,0.0,no,no,cellular,14,jul,118,4,-1,0,unknown,no
60,services,married,secondary,no,4434.0,yes,no,unknown,14,may,686,1,-1,0,unknown,no
38,retired,married,secondary,no,1435.5,yes,yes,unknown,12,may,646,3,-1,0,unknown,no
59,services,married,secondary,no,2244.0,yes,no,unknown,7,may,218,4,-1,0,unknown,no
38,retired,married,primary,no,7.5,no,no,cellular,28,jan,30,1,-1,0,unknown,no
69,blue-collar,married,primary,no,-136.5,yes,no,cellular,13,may,239,1,369,5,failure,no
46,blue-collar,married,secondary,no,208.5,yes,no,unknown,6,may,309,2,-1,0,unknown,no
59,technician,married,secondary,no,18796.5,no,no,cellular,13,aug,77,8,-1,0,unknown,no
54,blue-collar,married,primary,no,1123.5,yes,no,unknown,16,jun,424,2,-1,0,unknown,no
45,management,married,tertiary,no,1162.5,no,no,unknown,27,jul,9,1,-1,0,unknown,no
47,admin.,married,secondary,no,148.5,yes,no,unknown,29,may,113,2,-1,0,unknown,no
68,management,married,tertiary,no,709.5,no,no,cellular,18,feb,1109,1,262,1,success,yes
57,admin.,married,secondary,no,5940.0,yes,no,unknown,13,may,110,1,-1,0,unknown,no
63,retired,married,secondary,no,108.0,yes,yes,telephone,11,may,22,1,-1,0,unknown,no
42,management,married,tertiary,no,423.0,no,no,cellular,22,aug,92,2,-1,0,unknown,no
38,management,single,tertiary,no,1629.0,yes,no,unknown,29,may,128,2,-1,0,unknown,no
47,blue-collar,divorced,secondary,no,208.5,yes,no,unknown,7,may,71,1,-1,0,unknown,no
78,retired,divorced,secondary,no,375.0,no,no,cellular,3,feb,360,1,-1,0,unknown,yes
36,services,single,tertiary,no,2436.0,yes,yes,unknown,28,may,438,1,-1,0,unknown,no
68,self-employed,married,tertiary,no,876.0,yes,no,cellular,14,aug,124,3,-1,0,unknown,no
47,retired,married,tertiary,no,39.0,no,no,cellular,16,apr,114,4,-1,0,unknown,no
65,retired,married,secondary,no,693.0,no,no,cellular,11,aug,116,2,-1,0,unknown,no
47,blue-collar,married,primary,no,1579.5,yes,no,unknown,29,may,194,2,-1,0,unknown,no
56,entrepreneur,married,unknown,no,6.0,no,yes,cellular,31,jul,171,4,-1,0,unknown,no
54,retired,divorced,secondary,no,979.5,no,no,cellular,17,nov,475,1,-1,0,unknown,no
64,unknown,married,secondary,no,3309.0,no,no,cellular,11,feb,449,1,91,3,success,yes
48,management,married,tertiary,no,1834.5,no,no,cellular,12,aug,1092,5,-1,0,unknown,yes
67,services,divorced,unknown,no,2815.5,yes,no,cellular,14,apr,225,4,319,1,failure,no
62,technician,married,secondary,no,1395.0,yes,no,unknown,2,jun,94,16,-1,0,unknown,no
34,technician,single,secondary,no,1851.0,no,no,cellular,27,may,480,2,-1,0,unknown,no
40,technician,single,secondary,no,777.0,yes,no,unknown,2,jun,21,1,-1,0,unknown,no
65,blue-collar,married,secondary,no,966.0,no,no,cellular,21,aug,42,3,-1,0,unknown,no
47,services,married,secondary,no,481.5,yes,no,cellular,11,may,222,2,300,2,failure,no
50,admin.,married,secondary,no,676.5,yes,yes,unknown,29,may,257,1,-1,0,unknown,no
63,entrepreneur,married,primary,no,1414.5,yes,yes,unknown,5,jun,314,2,-1,0,unknown,no
48,management,single,tertiary,no,0.0,yes,no,cellular,17,nov,213,2,-1,0,unknown,no
44,self-employed,married,tertiary,no,2317.5,yes,no,cellular,20,nov,895,1,183,2,failure,no
39,services,married,secondary,no,564.0,no,yes,telephone,28,jan,49,3,183,4,failure,no
37,admin.,married,secondary,no,4740.0,yes,no,cellular,5,may,209,5,343,1,failure,no
46,admin.,single,secondary,no,20547.0,no,no,unknown,9,jun,136,1,-1,0,unknown,no
56,management,divorced,tertiary,no,936.0,no,no,cellular,18,mar,420,1,276,1,other,yes
68,housemaid,divorced,primary,no,0.0,no,no,unknown,18,jun,290,2,-1,0,unknown,no
48,management,married,unknown,no,819.0,yes,no,cellular,7,may,437,3,351,2,failure,no
67,blue-collar,divorced,secondary,no,2692.5,yes,no,unknown,19,jun,818,1,-1,0,unknown,no
42,retired,married,tertiary,no,138.0,no,no,unknown,3,jul,116,1,-1,0,unknown,no
58,services,married,secondary,no,-165.0,yes,no,cellular,20,apr,97,2,321,2,other,no
57,housemaid,married,tertiary,no,342.0,yes,no,cellular,17,nov,80,1,118,1,failure,no
64,services,divorced,primary,no,351.0,yes,no,unknown,15,may,140,3,-1,0,unknown,no
58,retired,single,tertiary,no,217.5,yes,no,unknown,26,may,14,38,-1,0,unknown,no
43,retired,single,secondary,no,3721.5,no,no,cellular,12,aug,104,2,-1,0,unknown,no
68,retired,single,secondary,no,-237.0,yes,no,cellular,5,feb,55,1,8,1,other,no
41,management,single,tertiary,no,87.0,no,no,cellular,29,aug,207,2,-1,0,unknown,no
52,admin.,married,secondary,no,4377.0,yes,no,unknown,15,may,349,2,-1,0,unknown,no
57,admin.,divorced,secondary,no,832.5,yes,yes,telephone,17,oct,478,1,-1,0,unknown,yes
55,technician,married,secondary,no,958.5,yes,no,unknown,13,may,192,1,-1,0,unknown,no
61,technician,married,secondary,no,-288.0,yes,no,telephone,11,jul,57,1,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,2593.5,yes,no,cellular,12,may,85,1,-1,0,unknown,no
41,services,single,secondary,yes,102.0,yes,no,unknown,9,may,169,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,4369.5,no,no,cellular,3,jun,705,1,195,1,failure,yes
40,retired,single,secondary,no,232.5,yes,yes,cellular,9,jul,1426,3,-1,0,unknown,yes
41,management,married,tertiary,no,805.5,yes,no,cellular,18,aug,216,1,-1,0,unknown,yes
40,retired,single,tertiary,no,2358.0,no,no,cellular,28,jan,200,1,-1,0,unknown,no
40,unemployed,single,secondary,no,118.5,no,yes,cellular,24,jul,169,1,-1,0,unknown,no
39,blue-collar,single,primary,no,514.5,no,no,cellular,4,jul,39,2,-1,0,unknown,no
43,management,married,tertiary,no,465.0,no,no,cellular,29,aug,179,2,-1,0,unknown,no
69,admin.,married,secondary,no,5602.5,no,no,cellular,18,mar,203,4,121,2,failure,yes
52,technician,married,secondary,no,5251.5,no,no,cellular,28,aug,23,22,-1,0,unknown,no
56,self-employed,married,secondary,no,-1224.0,yes,yes,cellular,15,may,68,1,-1,0,unknown,no
35,management,single,tertiary,no,1888.5,no,no,cellular,12,mar,85,1,-1,0,unknown,no
33,retired,single,secondary,no,127.5,yes,no,unknown,19,may,109,2,-1,0,unknown,no
73,retired,married,unknown,no,2773.5,no,no,cellular,25,feb,125,6,177,2,failure,no
46,blue-collar,single,secondary,no,688.5,yes,yes,cellular,20,apr,305,2,-1,0,unknown,no
48,self-employed,married,secondary,no,1104.0,yes,no,unknown,20,may,775,1,-1,0,unknown,no
68,management,divorced,tertiary,no,520.5,no,no,unknown,15,may,525,1,-1,0,unknown,no
36,technician,single,tertiary,no,378.0,yes,no,cellular,29,jan,187,1,-1,0,unknown,no
67,technician,married,secondary,no,14533.5,yes,no,unknown,20,jun,313,1,-1,0,unknown,no
45,management,married,tertiary,no,654.0,no,yes,cellular,28,jan,507,1,184,4,failure,no
44,retired,divorced,secondary,no,388.5,no,no,cellular,11,aug,316,2,-1,0,unknown,no
49,admin.,married,secondary,no,897.0,yes,no,unknown,15,may,444,1,-1,0,unknown,no
68,retired,married,secondary,no,-40.5,no,yes,telephone,31,jul,77,13,-1,0,unknown,no
46,admin.,married,secondary,no,196.5,yes,no,cellular,2,feb,83,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,228.0,yes,no,unknown,26,may,159,3,-1,0,unknown,no
61,retired,married,secondary,no,334.5,no,no,cellular,6,aug,132,3,-1,0,unknown,no
40,management,married,tertiary,no,823.5,no,no,cellular,28,aug,59,8,-1,0,unknown,no
57,technician,married,tertiary,no,3612.0,no,no,cellular,30,apr,376,1,-1,0,unknown,yes
41,management,single,tertiary,no,462.0,yes,yes,cellular,28,jan,262,2,268,2,other,no
41,services,single,secondary,no,-307.5,no,no,cellular,1,sep,481,1,579,1,failure,yes
42,management,single,tertiary,no,234.0,yes,no,unknown,3,jun,81,6,-1,0,unknown,no
46,unemployed,married,tertiary,no,10833.0,yes,no,cellular,4,nov,116,4,154,1,failure,no
50,technician,single,secondary,no,12388.5,no,no,cellular,8,aug,254,4,-1,0,unknown,no
46,management,single,secondary,no,0.0,no,no,cellular,13,aug,333,5,-1,0,unknown,no
58,technician,divorced,tertiary,no,124.5,no,yes,cellular,19,aug,243,6,-1,0,unknown,no
38,admin.,married,secondary,no,-301.5,yes,no,unknown,12,may,286,4,-1,0,unknown,no
48,management,married,tertiary,no,4086.0,yes,no,unknown,16,may,177,4,-1,0,unknown,no
65,retired,married,secondary,no,1446.0,no,no,cellular,3,feb,66,3,-1,0,unknown,no
32,technician,single,secondary,no,81.0,yes,yes,unknown,8,may,626,6,-1,0,unknown,no
50,blue-collar,married,unknown,no,1311.0,no,no,unknown,14,may,75,1,-1,0,unknown,no
34,retired,single,tertiary,no,4795.5,no,no,cellular,22,may,172,1,-1,0,unknown,no
50,services,single,secondary,no,2320.5,yes,no,cellular,12,may,88,2,173,1,success,no
37,management,married,tertiary,no,1203.0,no,no,cellular,22,sep,569,1,-1,0,unknown,yes
54,blue-collar,single,secondary,no,414.0,yes,no,unknown,29,jun,13,1,411,6,failure,no
42,technician,married,secondary,no,513.0,yes,no,cellular,29,jul,146,3,-1,0,unknown,no
53,technician,married,secondary,no,1491.0,yes,yes,cellular,5,may,51,1,-1,0,unknown,no
46,retired,married,tertiary,no,2028.0,no,no,unknown,19,jun,2028,1,-1,0,unknown,yes
40,technician,single,secondary,no,4173.0,no,no,cellular,14,aug,205,2,-1,0,unknown,no
57,blue-collar,married,secondary,no,3642.0,yes,no,cellular,20,nov,9,6,177,16,other,no
41,management,single,tertiary,no,531.0,no,no,cellular,30,apr,502,1,9,2,success,yes
65,retired,married,secondary,no,-369.0,no,yes,cellular,8,jul,305,2,-1,0,unknown,no
45,student,divorced,primary,no,4132.5,yes,no,cellular,14,may,177,2,345,3,other,no
36,retired,single,tertiary,no,288.0,yes,no,unknown,15,may,477,1,-1,0,unknown,no
40,technician,married,tertiary,no,846.0,yes,no,cellular,11,aug,166,2,-1,0,unknown,no
70,retired,divorced,tertiary,no,570.0,no,no,cellular,21,jul,219,1,-1,0,unknown,no
66,retired,married,secondary,no,981.0,no,yes,cellular,7,aug,93,4,-1,0,unknown,no
49,technician,married,secondary,no,-108.0,yes,no,unknown,26,may,207,2,-1,0,unknown,no
43,technician,married,tertiary,no,12034.5,no,no,cellular,25,feb,196,1,87,4,failure,no
40,unemployed,single,secondary,no,1587.0,no,no,cellular,4,feb,515,1,-1,0,unknown,no
48,retired,married,primary,no,10507.5,yes,no,cellular,7,jul,370,1,412,1,failure,yes
43,retired,married,tertiary,no,2023.5,yes,no,unknown,21,may,120,1,-1,0,unknown,no
68,management,married,tertiary,no,0.0,no,no,cellular,28,aug,24,9,-1,0,unknown,no
45,services,married,secondary,no,0.0,yes,no,cellular,18,may,146,2,-1,0,unknown,no
49,housemaid,married,secondary,no,949.5,no,no,unknown,9,jun,233,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,1024.5,yes,no,unknown,14,may,245,2,-1,0,unknown,no
39,blue-collar,single,secondary,no,393.0,yes,no,cellular,20,apr,130,2,-1,0,unknown,no
57,housemaid,married,secondary,no,0.0,yes,no,telephone,24,jul,193,1,-1,0,unknown,no
58,admin.,divorced,secondary,no,1662.0,yes,no,unknown,15,may,420,1,-1,0,unknown,no
55,retired,married,tertiary,no,427.5,no,no,cellular,25,aug,202,7,-1,0,unknown,no
43,technician,married,secondary,no,0.0,yes,yes,cellular,4,feb,154,2,-1,0,unknown,no
62,management,divorced,tertiary,no,0.0,no,no,cellular,4,feb,74,1,-1,0,unknown,no
52,admin.,married,secondary,no,2175.0,no,no,cellular,11,may,489,2,174,1,other,no
52,blue-collar,married,primary,no,1248.0,no,no,unknown,20,jun,13,14,-1,0,unknown,no
62,management,married,unknown,no,2562.0,no,no,telephone,23,jun,193,1,145,3,failure,no
48,blue-collar,divorced,secondary,no,1330.5,yes,no,cellular,7,may,722,1,-1,0,unknown,no
48,technician,single,tertiary,no,331.5,no,no,cellular,20,aug,79,3,-1,0,unknown,no
54,housemaid,married,secondary,no,39.0,yes,no,cellular,23,jul,952,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,250.5,yes,no,cellular,10,jul,255,1,-1,0,unknown,yes
44,blue-collar,married,secondary,no,2176.5,yes,no,cellular,9,apr,765,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,141.0,yes,no,unknown,12,may,166,2,-1,0,unknown,no
62,admin.,divorced,secondary,no,196.5,yes,yes,unknown,13,may,145,1,-1,0,unknown,no
55,blue-collar,married,secondary,no,118.5,yes,no,cellular,25,jul,98,1,-1,0,unknown,no
63,admin.,married,secondary,no,688.5,no,no,cellular,5,apr,558,1,-1,0,unknown,yes
58,management,divorced,tertiary,no,642.0,yes,no,cellular,4,may,347,2,167,2,failure,no
58,management,married,secondary,no,6622.5,yes,no,cellular,8,aug,148,6,-1,0,unknown,no
42,technician,married,secondary,no,-136.5,yes,no,unknown,26,may,95,2,-1,0,unknown,no
40,entrepreneur,single,primary,no,4224.0,yes,no,cellular,21,nov,71,1,-1,0,unknown,no
43,self-employed,married,tertiary,no,946.5,no,no,cellular,20,nov,51,2,-1,0,unknown,no
60,services,married,primary,no,-22.5,no,yes,unknown,2,jul,71,1,-1,0,unknown,no
68,retired,married,primary,no,114.0,yes,no,telephone,18,may,54,4,-1,0,unknown,no
47,blue-collar,married,secondary,no,4272.0,yes,no,cellular,16,apr,280,2,147,3,failure,no
62,technician,divorced,tertiary,yes,-1521.0,no,yes,cellular,7,jul,154,1,-1,0,unknown,no
56,retired,divorced,tertiary,no,1945.5,no,no,cellular,11,aug,716,3,-1,0,unknown,yes
41,admin.,single,secondary,no,2061.0,yes,no,cellular,18,may,290,2,370,1,failure,no
59,retired,married,primary,no,-94.5,yes,no,unknown,14,may,416,2,-1,0,unknown,no
55,blue-collar,married,primary,no,3784.5,yes,no,cellular,13,may,110,4,-1,0,unknown,no
75,retired,married,primary,no,2640.0,no,no,cellular,18,aug,855,4,-1,0,unknown,yes
38,management,single,tertiary,no,346.5,yes,yes,cellular,25,jul,568,2,-1,0,unknown,no
56,technician,married,secondary,no,5151.0,no,yes,cellular,8,jun,148,2,101,1,success,yes
61,unemployed,married,secondary,no,1140.0,yes,no,unknown,14,may,411,1,-1,0,unknown,no
54,blue-collar,married,tertiary,no,3277.5,yes,no,unknown,16,may,698,1,-1,0,unknown,no
47,management,married,tertiary,no,867.0,yes,no,cellular,8,aug,401,4,-1,0,unknown,no
64,retired,married,secondary,no,709.5,no,yes,cellular,2,nov,182,1,81,1,failure,yes
49,retired,married,tertiary,no,6559.5,yes,no,cellular,13,aug,78,6,-1,0,unknown,no
52,technician,married,secondary,no,3228.0,no,no,cellular,1,oct,161,1,92,6,failure,no
41,blue-collar,single,secondary,no,3139.5,no,no,cellular,7,jul,103,1,-1,0,unknown,no
59,technician,divorced,secondary,no,-58.5,yes,yes,cellular,24,jul,147,3,-1,0,unknown,no
62,management,married,secondary,no,327.0,yes,no,unknown,2,jun,490,12,-1,0,unknown,no
61,management,married,tertiary,no,0.0,no,no,unknown,7,jun,302,1,-1,0,unknown,yes
54,management,single,tertiary,no,1063.5,yes,no,cellular,19,nov,54,1,-1,0,unknown,no
38,services,single,secondary,no,4488.0,yes,no,cellular,30,jan,337,4,-1,0,unknown,no
62,retired,married,secondary,no,-360.0,no,no,cellular,19,aug,392,3,-1,0,unknown,no
54,blue-collar,married,primary,no,918.0,yes,yes,cellular,19,nov,131,1,-1,0,unknown,no
48,blue-collar,single,secondary,no,867.0,yes,no,unknown,21,may,112,2,-1,0,unknown,no
70,retired,married,tertiary,no,16291.5,no,no,cellular,10,aug,419,2,-1,0,unknown,no
62,housemaid,married,secondary,no,1773.0,yes,no,cellular,18,nov,103,1,-1,0,unknown,no
42,technician,single,secondary,no,7807.5,no,no,cellular,20,nov,352,1,-1,0,unknown,no
51,admin.,divorced,secondary,no,405.0,yes,no,unknown,5,may,222,1,-1,0,unknown,no
53,admin.,married,secondary,no,279.0,no,yes,cellular,31,jul,32,21,-1,0,unknown,no
66,blue-collar,married,primary,no,826.5,no,no,unknown,29,may,27,1,-1,0,unknown,no
39,management,single,tertiary,no,280.5,yes,no,cellular,28,jan,154,2,555,2,failure,no
50,entrepreneur,married,secondary,no,0.0,yes,no,cellular,30,jul,106,23,-1,0,unknown,no
51,blue-collar,married,primary,no,387.0,yes,no,unknown,7,may,252,1,-1,0,unknown,no
65,admin.,married,secondary,no,274.5,yes,no,unknown,6,may,150,1,-1,0,unknown,no
55,retired,divorced,secondary,no,1801.5,no,no,cellular,30,jul,652,2,-1,0,unknown,no
46,retired,married,secondary,no,627.0,yes,yes,cellular,13,may,132,2,-1,0,unknown,no
67,retired,married,secondary,no,1183.5,no,no,unknown,19,jun,2635,3,-1,0,unknown,no
53,management,married,tertiary,no,262.5,yes,no,cellular,17,apr,129,4,337,1,other,no
66,retired,divorced,secondary,no,1041.0,no,no,cellular,29,jan,144,1,102,1,other,yes
42,management,married,tertiary,no,5544.0,no,no,unknown,21,may,315,3,-1,0,unknown,no
63,management,married,tertiary,no,348.0,yes,no,telephone,29,jan,32,1,-1,0,unknown,no
48,technician,married,secondary,no,0.0,no,no,cellular,8,jul,635,1,-1,0,unknown,yes
61,unemployed,married,secondary,no,2640.0,no,yes,cellular,19,nov,162,1,-1,0,unknown,no
77,management,married,tertiary,no,607.5,no,no,cellular,7,aug,345,2,-1,0,unknown,yes
57,retired,married,secondary,yes,-891.0,yes,yes,cellular,7,jul,100,4,-1,0,unknown,no
45,admin.,single,secondary,no,309.0,yes,no,cellular,30,apr,144,2,-1,0,unknown,no
53,management,married,unknown,no,0.0,yes,no,unknown,5,may,105,2,-1,0,unknown,no
48,retired,married,tertiary,no,1347.0,yes,no,cellular,20,nov,80,5,198,2,failure,no
41,retired,single,unknown,no,280.5,no,no,cellular,17,jul,86,1,-1,0,unknown,no
59,services,married,secondary,no,406.5,yes,yes,cellular,12,may,541,2,330,2,other,no
55,blue-collar,single,secondary,yes,0.0,no,yes,cellular,16,jul,154,2,-1,0,unknown,no
66,retired,married,tertiary,no,8653.5,no,no,unknown,20,jun,15,3,-1,0,unknown,no
42,self-employed,married,primary,no,153.0,yes,no,cellular,18,jul,560,1,-1,0,unknown,yes
42,services,single,secondary,no,537.0,yes,no,unknown,16,may,1144,3,-1,0,unknown,no
67,retired,married,secondary,no,-55.5,no,yes,cellular,7,jul,354,1,-1,0,unknown,no
47,management,married,secondary,no,2259.0,no,no,cellular,2,nov,101,3,80,3,success,no
41,technician,single,secondary,no,4269.0,no,no,cellular,8,aug,174,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,5271.0,yes,no,unknown,20,may,226,2,-1,0,unknown,no
47,management,married,tertiary,no,5761.5,no,no,cellular,11,jul,69,2,-1,0,unknown,no
61,technician,single,secondary,no,12807.0,yes,no,cellular,11,aug,126,2,-1,0,unknown,no
40,management,single,tertiary,no,14451.0,no,no,cellular,12,aug,781,5,-1,0,unknown,no
41,blue-collar,married,secondary,no,1345.5,yes,no,unknown,20,may,26,2,-1,0,unknown,no
38,blue-collar,single,secondary,no,2773.5,yes,no,unknown,28,may,204,1,-1,0,unknown,no
33,services,single,secondary,no,732.0,no,no,cellular,29,jun,205,1,91,3,success,yes
41,retired,single,tertiary,no,2241.0,no,no,cellular,13,aug,275,12,-1,0,unknown,no
46,blue-collar,married,secondary,no,193.5,yes,no,cellular,12,may,183,4,-1,0,unknown,no
